Invoice No.,Vendor Name,Address,Phone No,Mail,Date,Item/Material Name,Quantity,Unit,Unit Price,Tax Amount,Total Price,Payment Terms,Status,Due Date
INV000269,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,01-05-2025,Green Peas,120,kg,3.68,49.17,490.77,Net 15,Pending,16-05-2025
INV000270,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,04-07-2024,Yogurt,104,kg,6.98,74.25,800.17,Net 45,Approved,18-08-2024
INV000271,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,01-08-2024,Carrots,20,kg,23.79,27.42,503.22,Net 60,Approved,30-09-2024
INV000272,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,07-12-2024,Cream,33,liters,22.19,36.14,768.41,Net 60,Rejected,05-02-2025
INV000273,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,01-03-2024,Chili Powder,52,grams,20.99,38.47,1129.95,Net 45,Approved,15-04-2024
INV000274,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,09-08-2024,Bell Pepper,33,kg,6.78,20.58,244.32,Net 60,Approved,08-10-2024
INV000275,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,01-07-2024,Prawns,10,kg,19.87,12.73,211.43,Net 15,Rejected,16-07-2024
INV000276,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,30-07-2024,Butter,137,kg,5.77,25.54,816.03,Net 30,Rejected,29-08-2024
INV000277,Unknown Vendor Co.,"23623 Robert Isle, Perryborough, MP 55570",(590)996-7054x6688,praviiabi@gmail.com,17-09-2024,Cheese,106,kg,19.18,125.86,2158.94,Net 45,Approved,01-11-2024
INV000278,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,19-06-2024,Lettuce,106,kg,16.07,118.5,1821.92,Net 15,Approved,04-07-2024
INV000279,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,30-07-2024,Potatoes,24,kg,21.15,47.03,554.63,Net 15,Approved,14-08-2024
INV000280,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,04-12-2024,Fish Fillet,41,kg,24.54,1473.35,2479.49,Net 45,Approved,18-01-2025
INV000281,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,12-01-2025,Potatoes,147,kg,15.82,135.75,2461.29,Net 60,Approved,13-03-2025
INV000282,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,23-01-2024,Bread,144,pieces,21.9,87.69,3241.29,Net 45,Approved,08-03-2024
INV000283,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,29-10-2024,Ginger,112,kg,20.61,110.72,2419.04,Net 60,Approved,28-12-2024
INV000284,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,18-09-2024,Cumin,143,grams,18.99,216.95,2932.52,Net 45,Approved,02-11-2024
INV000285,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,10-11-2024,Onions,147,kg,1.54,15.45,241.83,Net 45,Rejected,25-12-2024
INV000286,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,08-05-2024,Bacon,14,kg,11.02,4.18,158.46,Net 60,Approved,07-07-2024
INV000287,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,29-12-2024,Coriander,53,grams,9.58,50.92,558.66,Net 15,Approved,13-01-2025
INV000288,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,09-04-2024,Butter,91,kg,15,127.53,1492.53,Net 30,Approved,09-05-2024
INV000289,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,28-04-2025,Mint Leaves,41,grams,17.1,25.85,726.95,Net 30,Approved,28-05-2025
INV000290,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,18-02-2025,Potatoes,9,kg,10.35,9.47,102.62,Net 45,Approved,04-04-2025
INV000291,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,21-01-2024,Rice,16,kg,9.73,13.31,168.99,Net 60,Approved,21-03-2024
INV000292,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,02-11-2024,Bell Pepper,74,kg,1.5,7.6,118.6,Net 60,Approved,01-01-2025
INV000293,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,04-04-2025,Milk,95,liters,22.35,210.9,2334.15,Net 15,Pending,19-04-2025
INV000294,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,14-03-2025,Chili Powder,54,grams,20.49,119.82,1226.28,Net 60,Approved,13-05-2025
INV000295,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,29-05-2025,Lemon,142,pieces,6.49,98.31,1019.89,Net 15,Approved,13-06-2025
INV000296,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,22-01-2024,Bacon,118,kg,13.13,1063.28,2612.62,Net 45,Approved,07-03-2024
INV000297,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,06-03-2024,Potatoes,118,kg,22.78,296.3,2984.34,Net 15,Approved,21-03-2024
INV000298,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,14-05-2025,Chicken Breast,106,kg,9.61,46.94,1065.6,Net 45,Approved,28-06-2025
INV000294,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,14-03-2025,Chili Powder,54,grams,20.49,119.82,1226.28,Net 60,Rejected,13-05-2025
INV000300,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,15-04-2024,Mint Leaves,113,grams,10.32,116,1282.16,Net 30,Approved,15-05-2024
INV000301,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,24-12-2024,Bell Pepper,75,kg,13.09,22.57,1004.32,Net 45,Approved,07-02-2025
INV000302,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,21-05-2024,Olive Oil,132,liters,17.35,189.85,2480.05,Net 30,Approved,20-06-2024
INV000303,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,09-02-2024,Bread,106,pieces,19.29,93.86,2138.6,Net 30,Approved,10-03-2024
INV000304,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,21-07-2024,Lettuce,101,kg,17.03,66.67,1786.7,Net 30,Approved,20-08-2024
INV000305,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,21-10-2024,Cooking Oil,10,liters,10.51,2.19,107.29,Net 45,Approved,05-12-2024
INV000306,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,11-09-2024,Vanilla Essence,104,ml,12.81,28.39,1360.63,Net 45,Approved,26-10-2024
INV000307,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,13-06-2024,Butter,71,kg,19.01,72.01,1421.72,Net 15,Approved,28-06-2024
INV000308,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,19-12-2024,Fish Fillet,34,kg,22.96,77.68,858.32,Net 45,Rejected,02-02-2025
INV000309,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,10-09-2024,Fish Fillet,41,kg,19.31,84.73,876.44,Net 30,Approved,10-10-2024
INV000310,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,19-09-2024,Rice,72,kg,9.08,54.47,708.23,Net 15,Approved,04-10-2024
INV000311,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,21-10-2024,Rice,101,kg,13.96,31.67,1441.63,Net 45,Approved,05-12-2024
INV000312,Unknown Vendor Co.,"1708 Zoe Keys Apt. 100, East Mary, RI 20474",427.319.3745,praviiabi@gmail.com,04-08-2024,Bread,42,pieces,10.16,44.66,471.38,Net 60,Approved,03-10-2024
INV000313,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,07-05-2024,Soda Water,71,liters,15.02,35.56,1101.98,Net 15,Approved,22-05-2024
INV000314,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,29-08-2024,Flour,27,kg,17.87,45.28,527.77,Net 30,Approved,28-09-2024
INV000315,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,24-03-2024,Bread,94,pieces,2.82,19.38,284.46,Net 15,Approved,08-04-2024
INV000316,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,25-03-2025,Bacon,87,kg,4.72,45.6,456.24,Net 60,Approved,24-05-2025
INV000317,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,20-01-2024,Cooking Oil,134,liters,4.55,46.68,656.38,Net 15,Approved,04-02-2024
INV000318,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-08-2024,Coriander,57,grams,7.69,52.15,490.48,Net 60,Approved,29-10-2024
INV000319,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,23-03-2025,Fish Fillet,78,kg,3.91,7.47,312.45,Net 15,Approved,07-04-2025
INV000320,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,18-10-2024,Prawns,140,kg,4.68,39.34,694.54,Net 30,Approved,17-11-2024
INV000321,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,04-11-2024,Cumin,43,grams,16.5,56.85,766.35,Net 15,Approved,19-11-2024
INV000322,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,03-06-2024,Chocolate Sauce,74,liters,18.87,35.23,1431.61,Net 15,Approved,18-06-2024
INV000323,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,29-02-2024,Wheat,134,kg,4.46,30.66,628.3,Net 30,Approved,30-03-2024
INV000324,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,04-04-2025,Eggs,17,pieces,14.39,18.04,262.67,Net 60,Approved,03-06-2025
INV000325,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,02-05-2025,Lemon,38,pieces,7.08,29.3,298.34,Net 30,Pending,01-06-2025
INV000326,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,07-07-2024,Lettuce,15,kg,24.32,9.52,374.32,Net 45,Rejected,21-08-2024
INV000327,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,20-03-2024,Mint Leaves,83,grams,15.55,32.54,1323.19,Net 30,Approved,19-04-2024
INV000328,Unknown Vendor Co.,"058 Stanley Cliff, Alexanderchester, GU 64752",965-972-6284,praviiabi@gmail.com,22-08-2024,Turmeric,63,grams,22.33,1094.9,2501.69,Net 30,Approved,21-09-2024
INV000329,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,04-12-2024,Eggs,99,pieces,24.05,170.64,2551.59,Net 60,Approved,02-02-2025
INV000330,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,05-04-2025,Coriander,6,grams,6.41,4.48,42.94,Net 45,Pending,20-05-2025
INV000331,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,27-07-2024,Cream,7,liters,3.97,1.78,29.57,Net 60,Approved,25-09-2024
INV000332,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,07-09-2024,Tomatoes,33,kg,6.37,21.86,232.07,Net 60,Approved,06-11-2024
INV000333,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,09-07-2024,Spinach,144,kg,3.42,37.64,530.12,Net 30,Approved,08-08-2024
INV000334,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,08-03-2024,Eggs,111,pieces,13.64,38.42,1552.46,Net 15,Approved,23-03-2024
INV000335,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,04-08-2024,Banana,114,kg,13.3,105.44,1621.64,Net 45,Approved,18-09-2024
INV000336,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,16-12-2024,Chicken Breast,83,kg,6.55,11.71,555.36,Net 30,Approved,15-01-2025
INV000337,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,08-07-2024,Pasta,67,kg,21.24,67.58,1490.66,Net 45,Rejected,22-08-2024
INV000338,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,26-12-2024,Mint Leaves,72,grams,14.52,86.23,1131.67,Net 60,Approved,24-02-2025
INV000339,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,18-03-2025,Salt,86,kg,3.29,18.34,301.28,Net 15,Approved,02-04-2025
INV000340,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,19-04-2025,Spinach,86,kg,23.46,76.55,2094.11,Net 45,Approved,03-06-2025
INV000341,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,21-10-2024,Onions,79,kg,11.66,108.99,1030.13,Net 45,Rejected,05-12-2024
INV000342,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,18-09-2024,Milk,75,liters,7.91,34.66,627.91,Net 15,Rejected,03-10-2024
INV000343,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,23-01-2024,Rice,63,kg,24.35,36.66,1570.71,Net 15,Approved,07-02-2024
INV000344,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,18-01-2025,Chili Powder,100,grams,8.37,97.08,934.08,Net 30,Approved,17-02-2025
INV000345,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,09-09-2024,Soft Drink Syrup,43,liters,20.73,65.8,957.19,Net 60,Approved,08-11-2024
INV000346,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,21-05-2024,Black Pepper,500,grams,18.71,276.01,9631.01,Net 45,Approved,05-07-2024
INV000347,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,13-01-2025,Cooking Oil,102,liters,15.12,93.47,1635.71,Net 45,Approved,27-02-2025
INV000348,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,13-06-2024,Soda Water,81,liters,1.02,3.82,86.44,Net 15,Approved,28-06-2024
INV000349,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,02-10-2024,Green Peas,7,kg,21.05,14.43,161.78,Net 15,Approved,17-10-2024
INV000350,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,19-07-2024,Carrots,143,kg,23.42,78.51,3427.57,Net 15,Approved,03-08-2024
INV000351,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,21-09-2024,Wheat,43,kg,18.44,75.62,868.54,Net 30,Rejected,21-10-2024
INV000352,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,05-08-2024,Soft Drink Syrup,117,liters,5.88,23.82,711.78,Net 30,Approved,04-09-2024
INV000353,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,08-04-2025,Tomatoes,114,kg,24.48,307.99,3098.71,Net 30,Pending,08-05-2025
INV000354,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,02-08-2024,Salt,134,kg,24.41,313.25,3584.19,Net 60,Approved,01-10-2024
INV000355,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,07-03-2025,Soda Water,124,liters,19.02,140.31,2498.79,Net 30,Approved,06-04-2025
INV000356,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,08-01-2024,Wheat,116,kg,8,79.11,1007.11,Net 30,Approved,07-02-2024
INV000357,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,05-02-2025,Milk,25,liters,16.93,42.96,466.21,Net 60,Approved,06-04-2025
INV000358,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,28-05-2024,Tomatoes,20,kg,8.18,11.65,175.25,Net 60,Rejected,27-07-2024
INV000359,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,07-03-2024,Salt,140,kg,11.28,34.71,1613.91,Net 45,Approved,21-04-2024
INV000360,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,06-07-2024,Sugar,89,kg,12.64,40.5,1165.46,Net 30,Approved,05-08-2024
INV000361,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,11-11-2024,Milk,73,liters,16.39,70.55,1267.02,Net 60,Approved,10-01-2025
INV000362,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,14-01-2025,Ice Cream Base,28,liters,4.07,2.36,116.32,Net 45,Approved,28-02-2025
INV000363,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,07-03-2025,Lemon,24,pieces,19.93,27.81,506.13,Net 30,Approved,06-04-2025
INV000364,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,05-07-2024,Turmeric,89,grams,13.36,46.16,1235.2,Net 15,Approved,20-07-2024
INV000365,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,04-01-2025,Tomatoes,56,kg,18.15,40.62,1057.02,Net 15,Approved,19-01-2025
INV000366,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,16-05-2025,Chicken Breast,21,kg,22.41,19.6,490.21,Net 30,Approved,15-06-2025
INV000367,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,16-01-2025,Rice,141,kg,18.62,264.33,2889.75,Net 15,Approved,31-01-2025
INV000368,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,14-12-2024,Pasta,127,kg,24.84,204.35,3359.03,Net 15,Rejected,29-12-2024
INV000369,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,14-01-2024,Turmeric,123,grams,12.99,127.84,1725.61,Net 30,Approved,13-02-2024
INV000029,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,27-05-2024,Black Pepper,14,grams,22.32,7.14,319.62,Net 60,Approved,26-07-2024
INV000371,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,16-08-2024,Carrots,116,kg,22.07,199.63,2759.75,Net 60,Approved,15-10-2024
INV000372,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,21-06-2024,Chili Powder,117,grams,12.47,140.21,1599.2,Net 15,Approved,06-07-2024
INV000373,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,10-11-2024,Salt,79,kg,3.11,8.84,254.53,Net 15,Approved,25-11-2024
INV000374,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,07-07-2024,Soft Drink Syrup,84,liters,5.77,33.21,517.89,Net 30,Approved,06-08-2024
INV000375,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,25-08-2024,Bread,106,pieces,9.24,116.32,1095.76,Net 45,Approved,09-10-2024
INV000376,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,30-05-2025,Potatoes,91,kg,10.22,102.75,1032.77,Net 30,Approved,29-06-2025
INV000377,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,27-03-2025,Wheat,138,kg,3.18,47.26,486.1,Net 15,Pending,11-04-2025
INV000378,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,13-10-2024,Pasta,7,kg,9.8,6.8,75.4,Net 30,Rejected,12-11-2024
INV000379,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,02-01-2025,Olive Oil,102,liters,9.05,109.72,1032.82,Net 15,Approved,17-01-2025
INV000380,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,05-03-2025,Black Pepper,70,grams,6.82,30.91,508.31,Net 30,Pending,04-04-2025
INV000381,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,16-02-2025,Ice Cream Base,142,liters,13.73,88.48,2038.14,Net 45,Approved,02-04-2025
INV000382,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,24-09-2024,Spinach,81,kg,9.92,27.08,830.6,Net 15,Approved,09-10-2024
INV000383,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,26-11-2024,Rice,111,kg,6.24,19.5,712.14,Net 45,Approved,10-01-2025
INV000384,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,03-03-2025,Bread,28,pieces,8.88,16.73,265.37,Net 30,Rejected,02-04-2025
INV000385,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,13-09-2024,Onions,72,kg,14.05,106.86,1118.46,Net 30,Approved,13-10-2024
INV000386,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,30-09-2024,Sugar,43,kg,9.31,27.68,428.01,Net 15,Approved,15-10-2024
INV000387,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,18-12-2024,Soft Drink Syrup,92,liters,8.45,32.02,809.42,Net 60,Approved,16-02-2025
INV000388,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,29-07-2024,Vanilla Essence,37,ml,12.86,26.04,501.86,Net 45,Approved,12-09-2024
INV000389,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,26-08-2024,Paneer,145,kg,13.59,196.69,2167.24,Net 15,Approved,10-09-2024
INV000390,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,14-07-2024,Rice,149,kg,19.36,112.37,2997.01,Net 45,Approved,28-08-2024
INV000391,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,28-06-2024,Salt,81,kg,11.09,96.26,994.55,Net 30,Rejected,28-07-2024
INV000392,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,03-04-2024,Salt,35,kg,17.21,26.39,628.74,Net 30,Approved,03-05-2024
INV000393,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,29-05-2024,Ginger,26,kg,12.4,19.71,342.11,Net 30,Approved,28-06-2024
INV000394,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,02-09-2024,Spinach,135,kg,18.22,98.28,2557.98,Net 45,Approved,17-10-2024
INV000395,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,02-04-2024,Lemon,5,pieces,5.61,2.43,30.48,Net 15,Approved,17-04-2024
INV000396,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,20-02-2025,Lettuce,84,kg,24.98,169.84,2268.16,Net 45,Approved,06-04-2025
INV000397,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,23-05-2024,Green Peas,133,kg,4.41,51.98,638.51,Net 60,Approved,22-07-2024
INV000398,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,28-05-2024,Chili Powder,60,grams,16.84,34.86,1045.26,Net 30,Approved,27-06-2024
INV000399,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,17-06-2024,Mint Leaves,70,grams,22.72,185.05,1775.45,Net 15,Approved,02-07-2024
INV000400,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,11-01-2025,Green Peas,136,kg,13.47,198.88,2030.8,Net 45,Approved,25-02-2025
INV000401,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,02-08-2024,Pasta,124,kg,13.74,164.14,1867.9,Net 45,Approved,16-09-2024
INV000402,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,02-04-2025,Ginger,116,kg,4.09,11.39,485.83,Net 45,Approved,17-05-2025
INV000403,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,11-02-2025,Cooking Oil,27,liters,13.14,19.44,374.22,Net 60,Rejected,12-04-2025
